good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon,subtype
Dileklerini yazdığı kağıdı bir ağacın sınıfına bağladı.,Dileklerini yazdığı kağıda bir ağacın sınıfına bağladı.,kağıdı,kağıda,bağladı,argument_structure,ditransitive
Şirket çalışanlarına yeni olaylar verdi.,Şirket çalışanlarını yeni olaylar verdi.,çalışanlarına,çalışanlarını,verdi,argument_structure,ditransitive
Kuzenim köpeği parka götürdü.,Kuzenim köpeğe parka götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Yıllardır kendini sadece eserine adamış.,Yıllardır kendinden sadece eserine adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Annem abime yeni bir kitap aldı.,Annem abimi yeni bir kitap aldı.,abime,abimi,aldı,argument_structure,ditransitive
Yazar okurlarına yeni projeni tanıttı.,Yazar okurlarını yeni projeni tanıttı.,okurlarına,okurlarını,tanıttı,argument_structure,ditransitive
Yıllardır kendini sadece oyununa adamış.,Yıllardır kendinden sadece oyununa adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Öğretmen öğrencilere bol bol film okumalarını tavsiye etti.,Öğretmen öğrencileri bol bol film okumalarını tavsiye etti.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Evlerinin arka bahçesine patates ağacı dikmişler.,Evlerinin arka bahçesinden patates ağacı dikmişler.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Dedem bana eski hikayeler anlattı.,Dedem beni eski hikayeler anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Şair dinleyicilerine yeni mani kitabını tanıttı.,Şair dinleyicilerini yeni mani kitabını tanıttı.,dinleyicilerine,dinleyicilerini,tanıttı,argument_structure,ditransitive
Garson misafirlere tatlıları servis etti.,Garson misafirleri tatlıları servis etti.,misafirlere,misafirleri,servis etti,argument_structure,ditransitive
Yönetmen oyunculara son soruları verdi.,Yönetmen oyuncuları son soruları verdi.,oyunculara,oyuncuları,verdi,argument_structure,ditransitive
Ayakkabılarını çıkarıp paltosunu girişteki telefona astı.,Ayakkabılarını çıkarıp paltosuna girişteki telefona astı.,paltosunu,paltosuna,astı,argument_structure,ditransitive
Yanlış kararlar halkı zararsızlığa mahkum etti.,Yanlış kararlar halkla zararsızlığa mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Arkadaşım bana yeni bir kastı önerdi.,Arkadaşım benle yeni bir kastı önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Babam bugün parkta lise öğretmenime rastlamış.,Babam bugün parkı lise öğretmenime rastlamış.,parkta,parkı,rastlamış,argument_structure,ditransitive
Arkadaşım bana yeni bir film önerdi.,Arkadaşım benle yeni bir film önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Teyzem oyuncakları bebeklere dağıttı.,Teyzem oyuncaklara bebeklere dağıttı.,oyuncakları,oyuncaklara,dağıttı,argument_structure,ditransitive
Öğretmen öğrencilere sorumlulukları zamanında yapmalarını nasihat etti.,Öğretmen öğrencileri sorumlulukları zamanında yapmalarını nasihat etti.,öğrencilere,öğrencileri,nasihat etti,argument_structure,ditransitive
Kasap bana en iyi demirden ayırdı.,Kasap beni en iyi demirden ayırdı.,bana,beni,ayırdı,argument_structure,ditransitive
Yani babam yeni saatini bana verdi.,Yani babam yeni saatine bana verdi.,saatini,saatine,verdi,argument_structure,ditransitive
Dedem torunlarına filmler anlattı.,Dedem torunlarını filmler anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Arkadaşım bana doğum günü kutusu aldı.,Arkadaşım beni doğum günü kutusu aldı.,bana,beni,aldı,argument_structure,ditransitive
Üzerime koca bir fincan sigarı döktüm.,Üzerimde koca bir fincan sigarı döktüm.,Üzerime,Üzerimde,döktüm,argument_structure,ditransitive
Oğlum bisikleti dostuna ödünç verdi.,Oğlum bisikletle dostuna ödünç verdi.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
Öğretmen öğrencilere yeni videoyu öğretti.,Öğretmen öğrencileri yeni videoyu öğretti.,öğrencilere,öğrencileri,öğretti,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın sınıfına bağladı.,Dileklerini yazdığı karta bir ağacın sınıfına bağladı.,kartı,karta,bağladı,argument_structure,ditransitive
Yönetmen sanatçılara karakterlerini dağıttı.,Yönetmen sanatçıları karakterlerini dağıttı.,sanatçılara,sanatçıları,dağıttı,argument_structure,ditransitive
Dün gece oğlanı apar topar hastaneye götürdük.,Dün gece oğlana apar topar hastaneye götürdük.,oğlanı,oğlana,götürdük,argument_structure,ditransitive
Takı töreninde geline burma gerdanlık taktılar.,Takı töreninde gelini burma gerdanlık taktılar.,geline,gelini,taktılar,argument_structure,ditransitive
Kasap bana en güzel etlerden ayırdı.,Kasap beni en güzel etlerden ayırdı.,bana,benle,ayırdı,argument_structure,ditransitive
Dün gece kızı apar topar servise götürdük.,Dün gece kıza apar topar servise götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Dün sütü ben aldığım için annem markete ailemi yolladı.,Dün sütü ben aldığım için annem markette ailemi yolladı.,markete,markette,yolladı,argument_structure,ditransitive
Dedem torunlarına oyunlar anlattı.,Dedem torunlarını oyunlar anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Teyzem kitapları insanlara dağıttı.,Teyzem kitaplara insanlara dağıttı.,kitapları,kitaplara,dağıttı,argument_structure,ditransitive
Arkadaşım bana yeni bir dvd önerdi.,Arkadaşım benle yeni bir dvd önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Babam yeni saatini bana verdi.,Babam yeni saatine bana verdi.,saatini,saatine,verdi,argument_structure,ditransitive
Çocuk dedesine en sevdiği filmi verdi.,Çocuk dedesini en sevdiği filmi verdi.,dedesine,dedesini,verdi,argument_structure,ditransitive
Manav bize en taze besinlerden ayırdı.,Manav bizi en taze besinlerden ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Dileklerini yazdığı kağıdı bir ormanın dalına bağladı.,Dileklerini yazdığı kağıda bir ormanın dalına bağladı.,kağıdı,kağıda,bağladı,argument_structure,ditransitive
Gelin altın bileziği doktoruna hediye etti.,Gelin altın bilezikle doktoruna hediye etti.,bileziği,bilezikle,hediye etti,argument_structure,ditransitive
Antrenör sporculara antrenman programı hazırladı.,Antrenör sporcuları antrenman programı hazırladı.,sporculara,sporcuları,hazırladı,argument_structure,ditransitive
Ayakkabılarını çıkarıp paltosunu girişteki vestiyere astı.,Ayakkabılarını çıkarıp paltosuna girişteki vestiyere astı.,paltosunu,paltosuna,astı,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen gruplara ithaf ediyorum.,Bu sergiye neşesini kaybetmeyen gruplara ithaf ediyorum.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Kılçıklarını temizlediğiniz balığı pane derine bulayın.,Kılçıklarını temizlediğiniz balığa pane derine bulayın.,balığı,balığa,bulayın,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın okuluna bağladı.,Dileklerini yazdığı karta bir ağacın okuluna bağladı.,kartı,karta,bağladı,argument_structure,ditransitive
Dün gece kızı apar topar laboratuara götürdük.,Dün gece kıza apar topar laboratuara götürdük.,kızı,kıza,götürdük,argument_structure,ditransitive
Görünüşe göre çocuk babasına başka bir şiir okudu.,Görünüşe göre çocuk babasını başka bir şiir okudu.,babasına,babasını,okudu,argument_structure,ditransitive
Kuzenim köpeği okula götürdü.,Kuzenim köpeğe okula götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Şirket çalışanlarına yeni görevler verdi.,Şirket çalışanlarını yeni görevler verdi.,çalışanlarına,çalışanlarını,verdi,argument_structure,ditransitive
Arkadaşım bana yılbaşı sertifikası aldı.,Arkadaşım beni yılbaşı sertifikası aldı.,bana,beni,aldı,argument_structure,ditransitive
Arkadaşım bana doğum günü faturası aldı.,Arkadaşım beni doğum günü faturası aldı.,bana,beni,aldı,argument_structure,ditransitive
Arkadaşım bana yılbaşı paketi aldı.,Arkadaşım beni yılbaşı paketi aldı.,bana,beni,aldı,argument_structure,ditransitive
Belki size bu konudaki tercihlerinden bahsetmiştir.,Belki sizi bu konudaki tercihlerinden bahsetmiştir.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Anne bebeğine oyuncağını kaşıkla verdi.,Anne bebeğini oyuncağını kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Kız kardeşim köpeği komşuya götürdü.,Kız kardeşim köpeğe komşuya götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Yanlış araçlar halkı yoksulluğa mahkum etti.,Yanlış araçlar halkla yoksulluğa mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Arkadaşım bana yeni bir kitap önerdi.,Arkadaşım beni yeni bir kitap önerdi.,bana,beni,önerdi,argument_structure,ditransitive
Yönetmen ekibine son planları verdi.,Yönetmen ekibini son planları verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Dün suyu ben aldığım için annem markete kardeşimi yolladı.,Dün suyu ben aldığım için annem markette kardeşimi yolladı.,markete,markette,yolladı,argument_structure,ditransitive
Kız esim köpeği komşuya götürdü.,Kız esim köpeğe komşuya götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Doğum günüm diye garson bana limonata ısmarladı.,Doğum günüm diye garson beni limonata ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Kız kardeşim kediyi hastaneye götürdü.,Kız kardeşim kediye hastaneye götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Anne bebeğine oyunu kaşıkla verdi.,Anne bebeğini oyunu kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Doğum günüm diye barmen bana sut ısmarladı.,Doğum günüm diye barmen beni sut ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Yanlış kararlar halkı adaletsizliğe mahkum etti.,Yanlış kararlar halkla adaletsizliğe mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Küçük çocuk annesine vitrindeki oyuncağı gösterdi.,Küçük çocuk annesini vitrindeki oyuncağı gösterdi.,annesine,annesini,gösterdi,argument_structure,ditransitive
Annem kekin içine biraz kahve koyar.,Annem kekin içini biraz kahve koyar.,içine,içini,koyar,argument_structure,ditransitive
Öğretmen öğrencilere bol bol makale okumalarını tavsiye etti.,Öğretmen öğrencileri bol bol makale okumalarını tavsiye etti.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Oğlum topu arkadaşına ödünç verdi.,Oğlum topla arkadaşına ödünç verdi.,topu,topla,ödünç verdi,argument_structure,ditransitive
Dün gece oğlanı apar topar hastaneye götürdük.,Dün gece oğlana apar topar hastaneye götürdük.,oğlanı,oğlana,götürdük,argument_structure,ditransitive
Arkadaşım bana doğum günü faturası aldı.,Arkadaşım beni doğum günü faturası aldı.,bana,beni,aldı,argument_structure,ditransitive
Doğum günüm diye asistan bana limonata ısmarladı.,Doğum günüm diye asistan beni limonata ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
O halde belki sana bu konudaki fikirlerinden bahsetmiştir.,O halde belki seni bu konudaki fikirlerinden bahsetmiştir.,sana,seni,bahsetmiştir,argument_structure,ditransitive
Asistanı belgeleri salonuna getirdi.,Asistanı belgelerle salonuna getirdi.,belgeleri,belgelerle,getirdi,argument_structure,ditransitive
Garson misafirlere kurabiyeleri servis etti.,Garson misafirleri kurabiyeleri servis etti.,misafirlere,misafirleri,servis etti,argument_structure,ditransitive
Kasap bana en güzel yiyeceklerden ayırdı.,Kasap beni en güzel yiyeceklerden ayırdı.,bana,benle,ayırdı,argument_structure,ditransitive
Arkadaşım bana yeni bir dizi önerdi.,Arkadaşım benle yeni bir dizi önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki rafa astı.,Ayakkabılarını çıkarıp şapkasına girişteki rafa astı.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki kapıya astı.,Ayakkabılarını çıkarıp şapkasına girişteki kapıya astı.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Yıllardır kendini sadece babana adamış.,Yıllardır kendinden sadece babana adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Yıllardır kendini sadece malına adamış.,Yıllardır kendinden sadece malına adamış.,kendini,kendinden,adamış,argument_structure,ditransitive
Belli ki ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.,Belli ki ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Kız arkadaşına fındığı hiç düşünmeden verdi.,Kız arkadaşından fındığı hiç düşünmeden verdi.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Kasap bana en güzel hayvanlardan ayırdı.,Kasap beni en güzel hayvanlardan ayırdı.,bana,benle,ayırdı,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen hayvanlara ithaf ediyorum.,Bu sergiye neşesini kaybetmeyen hayvanlara ithaf ediyorum.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Çocuk annesine yeni bir yorumu söyledi.,Çocuk annesini yeni bir yorumu söyledi.,annesine,annesini,söyledi,argument_structure,ditransitive
Öğretmen öğrencilere yeni klibi öğretti.,Öğretmen öğrencileri yeni klibi öğretti.,öğrencilere,öğrencileri,öğretti,argument_structure,ditransitive
Arkadaşım bana yeni bir kaset önerdi.,Arkadaşım benle yeni bir kaset önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Evlerinin bahçesine zeytin dalı dikmişler.,Evlerinin bahçesinden zeytin dalı dikmişler.,bahçesine,bahçesinden,dikmişler,argument_structure,ditransitive
Doğum günüm diye vale bana limonata ısmarladı.,Doğum günüm diye vale beni limonata ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Antrenör sporculara yeni eylemler öğretti.,Antrenör sporcuları yeni eylemler öğretti.,sporculara,sporcuları,öğretti,argument_structure,ditransitive
Şu halde arkadaşım bana son gelişmeleri anlattı.,Şu halde arkadaşım beni son gelişmeleri anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Halam bana el isi bir kazak hediye etti.,Halam beni el isi bir kazak hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Çocuk babasına başka bir yorum okudu.,Çocuk babasını başka bir yorum okudu.,babasına,babasını,okudu,argument_structure,ditransitive
Belki size bu konudaki hareketlerinden bahsetmiştir.,Belki sizi bu konudaki hareketlerinden bahsetmiştir.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Garson misafirlere pastaları servis etti.,Garson misafirleri pastaları servis etti.,misafirlere,misafirleri,servis etti,argument_structure,ditransitive
Küçük çocuk annesine vitrindeki oyu gösterdi.,Küçük çocuk annesini vitrindeki oyu gösterdi.,annesine,annesini,gösterdi,argument_structure,ditransitive
Yönetmen sanatçılara haklarını dağıttı.,Yönetmen sanatçıları haklarını dağıttı.,sanatçılara,sanatçıları,dağıttı,argument_structure,ditransitive
Belki size bu konudaki duygularından bahsetmiştir.,Belki sizi bu konudaki duygularından bahsetmiştir.,size,sizi,bahsetmiştir,argument_structure,ditransitive
Halam bana el örgüsü bir kazak hediye etti.,Halam beni el örgüsü bir kazak hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Bu ödülü düzen bozan bebeklere ithaf ediyorum.,Bu ödüle düzen bozan bebeklere ithaf ediyorum.,ödülü,ödüle,ithaf ediyorum,argument_structure,ditransitive
Kız abim köpeği komşuya götürdü.,Kız abim köpeğe komşuya götürdü.,köpeği,köpeğe,götürdü,argument_structure,ditransitive
Demek ki antrenör atletlere beslenme planı hazırladı.,Demek ki antrenör atletleri beslenme planı hazırladı.,atletlere,atletleri,hazırladı,argument_structure,ditransitive
Anlaşılıyor ki dedem bana eski hikayeler anlattı.,Anlaşılıyor ki dedem beni eski hikayeler anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Arkadaşım bana en son haberleri verdi.,Arkadaşım beni en son haberleri verdi.,bana,beni,verdi,argument_structure,ditransitive
Görünüşe göre babam yeni telefonunu bana verdi.,Görünüşe göre babam yeni telefonuna bana verdi.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Çocuk annesine yeni bir kaseti söyledi.,Çocuk annesini yeni bir kaseti söyledi.,annesine,annesini,söyledi,argument_structure,ditransitive
Dedem torunlarına oyunlar anlattı.,Dedem torunlarını oyunlar anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Garson misafirlere hamurları servis etti.,Garson misafirleri hamurları servis etti.,misafirlere,misafirleri,servis etti,argument_structure,ditransitive
Üzerime koca bir bardak pekmezi döktüm.,Üzerimde koca bir bardak pekmezi döktüm.,Üzerime,Üzerimde,döktüm,argument_structure,ditransitive
Garson müşterilere tatlıları servis etti.,Garson müşterileri tatlıları servis etti.,müşterilere,müşterileri,servis etti,argument_structure,ditransitive
Küçük genç annesine vitrindeki oyuncağı gösterdi.,Küçük genç annesini vitrindeki oyuncağı gösterdi.,annesine,annesini,gösterdi,argument_structure,ditransitive
Yönetmen ekibine son kuralları verdi.,Yönetmen ekibini son kuralları verdi.,ekibine,ekibini,verdi,argument_structure,ditransitive
Antrenör sporculara antrenman oyu hazırladı.,Antrenör sporcuları antrenman oyu hazırladı.,sporculara,sporcuları,hazırladı,argument_structure,ditransitive
Evlerinin arka bahçesine greyfurt ağacı dikmişler.,Evlerinin arka bahçesinden greyfurt ağacı dikmişler.,arka bahçesine,arka bahçesinden,dikmişler,argument_structure,ditransitive
Küçük çocuk teyzesine mağazadaki aksesuarı gösterdi.,Küçük çocuk teyzesini mağazadaki aksesuarı gösterdi.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Arkadaşım bana yeni bir dramı önerdi.,Arkadaşım benle yeni bir dramı önerdi.,bana,benle,önerdi,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın dalına bağladı.,Dileklerini yazdığı karta bir ağacın dalına bağladı.,kartı,karta,bağladı,argument_structure,ditransitive
Dün sütü ben aldığım için annem markete kardeşimi yolladı.,Dün sütü ben aldığım için annem markette kardeşimi yolladı.,markete,markette,yolladı,argument_structure,ditransitive
Demek ki arkadaşım bana son gelişmeleri anlattı.,Demek ki arkadaşım beni son gelişmeleri anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Kız babam kediyi veterinere götürdü.,Kız babam kediye veterinere götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Kız kuzenim kediyi veterinere götürdü.,Kız kuzenim kediye veterinere götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Arkadaşım bana yılbaşı promosyonu aldı.,Arkadaşım beni yılbaşı promosyonu aldı.,bana,beni,aldı,argument_structure,ditransitive
Kılçıklarını temizlediğiniz mezgiti galeta ununa bulayın.,Kılçıklarını temizlediğiniz mezgite galeta ununa bulayın.,mezgiti,mezgite,bulayın,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen engellere ithaf ediyorum.,Bu sergiye neşesini kaybetmeyen engellere ithaf ediyorum.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Arkadaşım bana en son cevapları verdi.,Arkadaşım beni en son cevapları verdi.,bana,beni,verdi,argument_structure,ditransitive
Annem kekin içine biraz limon koyar.,Annem kekin içini biraz limon koyar.,içine,içini,koyar,argument_structure,ditransitive
Kuzenim kediyi araziye götürdü.,Kuzenim kediye araziye götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Yanlış hareketler halkı yoksulluğa mahkum etti.,Yanlış hareketler halkla yoksulluğa mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Asistanı belgeleri masasına getirdi.,Asistanı belgelerle masasına getirdi.,belgeleri,belgelerle,getirdi,argument_structure,ditransitive
Annem kekin içine biraz bade koyar.,Annem kekin içini biraz bade koyar.,içine,içini,koyar,argument_structure,ditransitive
Yazar okurlarına yeni oyununu tanıttı.,Yazar okurlarını yeni oyununu tanıttı.,okurlarına,okurlarını,tanıttı,argument_structure,ditransitive
Antrenör takıma farklı stratejiler öğretti.,Antrenör takımı farklı stratejiler öğretti.,takıma,takımı,öğretti,argument_structure,ditransitive
Dedem torunlarına ifadeler anlattı.,Dedem torunlarını ifadeler anlattı.,torunlarına,torunlarını,anlattı,argument_structure,ditransitive
Kız ablasına oyuncağı hiç beklemeden verdi.,Kız ablasından oyuncağı hiç beklemeden verdi.,ablasına,ablasından,verdi,argument_structure,ditransitive
Annem abime yeni bir defter aldı.,Annem abimi yeni bir defter aldı.,abime,abimi,aldı,argument_structure,ditransitive
Çocuk annesine yeni bir albümü söyledi.,Çocuk annesini yeni bir albümü söyledi.,annesine,annesini,söyledi,argument_structure,ditransitive
Teyzem oyuncakları kadınlara dağıttı.,Teyzem oyuncaklara kadınlara dağıttı.,oyuncakları,oyuncaklara,dağıttı,argument_structure,ditransitive
Küçük çocuk teyzesine mağazadaki oyu gösterdi.,Küçük çocuk teyzesini mağazadaki oyu gösterdi.,teyzesine,teyzesini,gösterdi,argument_structure,ditransitive
Öğretmen öğrencilere bol bol kitap okumalarını tavsiye etti.,Öğretmen öğrencileri bol bol kitap okumalarını tavsiye etti.,öğrencilere,öğrencileri,tavsiye etti,argument_structure,ditransitive
Dün ekmeği ben aldığım için annem bakkala kardeşimi yolladı.,Dün ekmeği ben aldığım için annem bakkalda kardeşimi yolladı.,bakkala,bakkalda,yolladı,argument_structure,ditransitive
Çocuk babasına başka bir kompozisyon okudu.,Çocuk babasını başka bir kompozisyon okudu.,babasına,babasını,okudu,argument_structure,ditransitive
Kasap bana en güzel besinlerden ayırdı.,Kasap beni en güzel besinlerden ayırdı.,bana,benle,ayırdı,argument_structure,ditransitive
Arkadaşım bana doğum günü ikramiyesi aldı.,Arkadaşım beni doğum günü ikramiyesi aldı.,bana,beni,aldı,argument_structure,ditransitive
Demek ki babam yeni saatini bana verdi.,Demek ki babam yeni saatine bana verdi.,saatini,saatine,verdi,argument_structure,ditransitive
Kız ablasına mesajı hiç beklemeden verdi.,Kız ablasından mesajı hiç beklemeden verdi.,ablasına,ablasından,verdi,argument_structure,ditransitive
Teyzem oyuncakları ailelere dağıttı.,Teyzem oyuncaklara ailelere dağıttı.,oyuncakları,oyuncaklara,dağıttı,argument_structure,ditransitive
Halam bana eldiven hediye etti.,Halam beni eldiven hediye etti.,bana,beni,hediye etti,argument_structure,ditransitive
Mahalledeki erkekler dükkanın camına yine top atıyor.,Mahalledeki erkekler dükkanın camını yine top atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Mahalledeki çocuklar apartmanın camına yine taş atıyor.,Mahalledeki çocuklar apartmanın camını yine taş atıyor.,camına,camını,atıyor,argument_structure,ditransitive
Arkadaşım bana en son haberleri verdi.,Arkadaşım beni en son haberleri verdi.,bana,beni,verdi,argument_structure,ditransitive
Bu sergiyi neşesini kaybetmeyen erkeklere ithaf ediyorum.,Bu sergiye neşesini kaybetmeyen erkeklere ithaf ediyorum.,sergiyi,sergiye,ithaf ediyorum,argument_structure,ditransitive
Çocuk dedesine en sevdiği kaseti verdi.,Çocuk dedesini en sevdiği kaseti verdi.,dedesine,dedesini,verdi,argument_structure,ditransitive
Garson misafirlere etleri servis etti.,Garson misafirleri etleri servis etti.,misafirlere,misafirleri,servis etti,argument_structure,ditransitive
Dün gece oğlanı apar topar yola götürdük.,Dün gece oğlana apar topar yola götürdük.,oğlanı,oğlana,götürdük,argument_structure,ditransitive
Antrenör takıma farklı tehditler öğretti.,Antrenör takımı farklı tehditler öğretti.,takıma,takımı,öğretti,argument_structure,ditransitive
Dileklerini yazdığı kartı bir ağacın takımına bağladı.,Dileklerini yazdığı karta bir ağacın takımına bağladı.,kartı,karta,bağladı,argument_structure,ditransitive
Anne bebeğine emziğini kaşıkla verdi.,Anne bebeğini emziğini kaşıkla verdi.,bebeğine,bebeğini,verdi,argument_structure,ditransitive
Babam bugün markette anaokulu öğretmenime rastlamış.,Babam bugün marketi anaokulu öğretmenime rastlamış.,markette,marketi,rastlamış,argument_structure,ditransitive
Teyzem oyuncakları insanlara dağıttı.,Teyzem oyuncaklara insanlara dağıttı.,oyuncakları,oyuncaklara,dağıttı,argument_structure,ditransitive
Anlaşılan dedem bana eski hikayeler anlattı.,Anlaşılan dedem beni eski hikayeler anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Öğretmen öğrencilere yeni bilgiyi anlattı.,Öğretmen öğrencileri yeni bilgiyi anlattı.,öğrencilere,öğrencileri,anlattı,argument_structure,ditransitive
Manav bize en taze minerallardan ayırdı.,Manav bizi en taze minerallardan ayırdı.,bize,bizi,ayırdı,argument_structure,ditransitive
Ayakkabılarını çıkarıp şapkasını girişteki depoya astı.,Ayakkabılarını çıkarıp şapkasına girişteki depoya astı.,şapkasını,şapkasına,astı,argument_structure,ditransitive
Dün suyu ben aldığım için annem bakkala kardeşimi yolladı.,Dün suyu ben aldığım için annem bakkalda kardeşimi yolladı.,bakkala,bakkalda,yolladı,argument_structure,ditransitive
Yazar okurlarına yeni oyunu tanıttı.,Yazar okurlarını yeni oyunu tanıttı.,okurlarına,okurlarını,tanıttı,argument_structure,ditransitive
Yanlış stratejiler halkı yoksulluğa mahkum etti.,Yanlış stratejiler halkla yoksulluğa mahkum etti.,halkı,halkla,mahkum etti,argument_structure,ditransitive
Babam bugün parkta lise öğretmenime rastlamış.,Babam bugün parkı lise öğretmenime rastlamış.,parkta,parkı,rastlamış,argument_structure,ditransitive
Yani babam yeni telefonunu bana verdi.,Yani babam yeni telefonuna bana verdi.,telefonunu,telefonuna,verdi,argument_structure,ditransitive
Annem kardeşime yeni bir makale aldı.,Annem kardeşimi yeni bir makale aldı.,kardeşime,kardeşimi,aldı,argument_structure,ditransitive
Doğum günüm diye barmen bana kahve ısmarladı.,Doğum günüm diye barmen beni kahve ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
O halde oğlum bisikleti arkadaşına ödünç verdi.,O halde oğlum bisikletle arkadaşına ödünç verdi.,bisikleti,bisikletle,ödünç verdi,argument_structure,ditransitive
Doğum günüm diye se bana limonata ısmarladı.,Doğum günüm diye se beni limonata ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Belli ki arkadaşım bana son gelişmeleri anlattı.,Belli ki arkadaşım beni son gelişmeleri anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Kuzenim kediyi havuza götürdü.,Kuzenim kediye havuza götürdü.,kediyi,kediye,götürdü,argument_structure,ditransitive
Üzerime koca bir fincan telefonu döktüm.,Üzerimde koca bir fincan telefonu döktüm.,Üzerime,Üzerimde,döktüm,argument_structure,ditransitive
O halde kız arkadaşına çikolatayı hiç düşünmeden verdi.,O halde kız arkadaşından çikolatayı hiç düşünmeden verdi.,arkadaşına,arkadaşından,verdi,argument_structure,ditransitive
Doğum günüm diye sekreter bana limonata ısmarladı.,Doğum günüm diye sekreter beni limonata ısmarladı.,bana,beni,ısmarladı,argument_structure,ditransitive
Dileklerini yazdığı kağıdı bir ağacın koluna bağladı.,Dileklerini yazdığı kağıda bir ağacın koluna bağladı.,kağıdı,kağıda,bağladı,argument_structure,ditransitive
Kız ablasına promosyonu hiç beklemeden verdi.,Kız ablasından promosyonu hiç beklemeden verdi.,ablasına,ablasından,verdi,argument_structure,ditransitive
Dedem bana devrimci bilgilerini anlattı.,Dedem beni devrimci bilgilerini anlattı.,bana,beni,anlattı,argument_structure,ditransitive
Arkadaşım bana doğum günü hediyesi aldı.,Arkadaşım beni doğum günü hediyesi aldı.,bana,beni,aldı,argument_structure,ditransitive
